"2021", "TWO-SEATER CARS FORD",
"2021", "ACURA GT",
"2021", "AM-7 3.5L 6cyl 14 12/18 $4350 1 PR T Tax",
"2021", "NSX Hybrid",
"2021", "AM-S9 3.5L 6cyl 21 21/22 $2900 4 PR T HEV SS JAGUAR",
"2021", "ASTON MARTIN F-Type Convertible",
"2021", "A-S8 2.0L 4cyl 26 23/30 $2350 5 P T SS",
"2021", "Vantage Manual F-Type Coupe",
"2021", "M-7 4.0L 8cyl 17 14/21 $3600 3 P T SS",
"2021", "A-S8 2.0L 4cyl 26 23/30 $2350 5 P T SS",
"2021", "Vantage V8 F-Type R AWD Convertible",
"2021", "A-S8 4.0L 8cyl 20 18/24 $3050 4 PT",
"2021", "A-S8 5.0L 8cyl 18 16/24 $3400 3 P S SS",
"2021", "AUDI F-Type R AWD Coupe",
"2021", "A-S8 5.0L 8cyl 18 16/24 $3400 3 P S SS",
"2021", "R8",
"2021", "AM-S7 5.2L 10cyl 16 13/20 $3800 2 PR Tax C. D.",
"2021", "F-Type S AWD Convertible",
"2021", "A-S8 3.0L 6cyl 21 18/26 $2900 4 P S SS",
"2021", "R8 2WD",
"2021", "AM-S7 5.2L 10cyl 17 14/23 $3600 3 PR Tax C. D.",
"2021", "F-Type S AWD Coupe",
"2021", "A-S8 3.0L 6cyl 21 18/26 $2900 4 P S SS",
"2021", "R8 Spyder",
"2021", "AM-S7 5.2L 10cyl 16 13/20 $3800 2 PR Tax C. D.",
"2021", "F-Type S Convertible",
"2021", "A-S8 3.0L 6cyl 22 19/27 $2800 4 P S SS",
"2021", "R8 Spyder 2WD",
"2021", "AM-S7 5.2L 10cyl 17 14/23 $3600 3 PR Tax C. D.",
"2021", "F-Type S Coupe",
"2021", "A-S8 3.0L 6cyl 22 19/27 $2800 4 P S SS",
"2021", "TT Roadster quattro",
"2021", "AM-S7 2.0L 4cyl 26 23/31 $1850 5 T SS LAMBORGHINI",
"2021", "BMW Aventador Coupe",
"2021", "AM-S7 6.5L 12cyl 10 8/15 $6100 1 PR Tax C. D. SS",
